year,bhk,furnished_type,property_age,aqi,urban_sprawl_index,flood_percentage,rainfall_mm,night_life_score,price_inr
2021,3,Semi-Furnished,24,186,0.59,0.37,1331.2,4,667500
2022,2,Unfurnished,3,244,0.4,0.27,1106.3,4,440500
2022,1,Semi-Furnished,22,246,0.81,0.08,1459.6,6,353000
2018,2,Furnished,11,198,0.94,0.49,1097.4,4,547500
2018,4,Unfurnished,9,188,0.37,0.17,1370.9,7,818500
2022,2,Furnished,11,87,0.84,0.36,1116.2,3,768000
2019,4,Unfurnished,24,122,0.34,0.15,1676.2,8,859500
2022,3,Unfurnished,18,217,0.92,0.36,1772.6,2,591000
2023,1,Unfurnished,18,120,0.71,0.08,1243.5,2,339000
2022,3,Furnished,21,211,0.34,0.39,1074.7,1,699500
2020,2,Semi-Furnished,23,211,0.23,0.34,1347.0,6,426000
2024,2,Unfurnished,0,103,0.76,0.31,1560.5,6,726500
2020,3,Furnished,3,100,0.68,0.13,1767.9,6,1013500
2020,3,Semi-Furnished,12,217,0.69,0.32,1402.9,1,624000
2019,1,Furnished,7,125,0.59,0.54,1365.9,4,428000
2019,4,Unfurnished,21,200,0.69,0.08,1908.3,1,702000
2022,3,Unfurnished,13,123,0.9,0.42,1449.7,2,699000
2020,4,Semi-Furnished,15,179,0.96,0.07,1447.2,8,1051500
2019,2,Semi-Furnished,1,112,0.48,0.2,1410.0,8,691000
2018,4,Semi-Furnished,7,173,0.59,0.41,1363.2,1,809500
2022,2,Semi-Furnished,12,115,0.42,0.34,1728.5,1,556000
2023,1,Semi-Furnished,0,232,0.53,0.41,1281.8,3,369500
2024,3,Unfurnished,11,92,0.84,0.58,1378.8,7,870000
2021,3,Semi-Furnished,16,246,0.54,0.58,1282.3,6,651000
2022,2,Unfurnished,6,245,0.51,0.55,1570.3,3,373500
2021,2,Unfurnished,15,237,0.88,0.3,1960.4,8,481000
2020,1,Unfurnished,13,93,0.2,0.2,1390.3,8,352000
2024,3,Semi-Furnished,9,129,0.88,0.17,1968.2,6,988500
2021,2,Furnished,2,147,0.35,0.35,1656.7,1,635500
2020,2,Unfurnished,11,80,0.42,0.27,1795.4,8,586500
2018,2,Unfurnished,7,82,0.49,0.6,1333.0,5,442000
2021,4,Unfurnished,15,243,0.9,0.32,1224.4,9,894000
2024,3,Furnished,24,211,0.93,0.2,1576.8,9,992000
2022,3,Semi-Furnished,23,93,0.73,0.38,1990.8,2,768000
2020,4,Furnished,0,168,0.55,0.03,1710.2,6,1162500
2022,2,Furnished,16,182,0.61,0.07,1681.6,4,688500
2024,1,Unfurnished,5,204,0.66,0.4,1450.1,7,397000
2019,1,Unfurnished,0,146,0.96,0.07,1879.5,6,389500
2020,3,Semi-Furnished,23,86,0.98,0.45,1697.0,7,829500
2021,2,Unfurnished,14,87,0.88,0.04,1674.9,5,615000
2020,2,Unfurnished,12,123,0.67,0.36,1292.5,9,570000
2022,2,Unfurnished,5,214,0.51,0.41,1957.7,1,390500
2018,2,Semi-Furnished,20,127,0.38,0.47,1250.4,7,480500
2020,2,Semi-Furnished,12,141,0.63,0.53,1523.7,9,622500
2021,4,Unfurnished,21,104,0.48,0.19,1339.6,8,960500
2019,3,Semi-Furnished,3,197,0.26,0.43,1180.8,1,599500
2023,4,Unfurnished,0,192,0.58,0.05,1144.1,8,1068500
2018,4,Semi-Furnished,22,225,0.66,0.5,1292.9,3,716000
2019,2,Semi-Furnished,9,201,0.69,0.53,1689.0,6,493500
2020,2,Unfurnished,24,83,0.26,0.45,1974.8,9,495500
2022,3,Semi-Furnished,3,224,0.59,0.17,1853.3,7,854500
2024,3,Semi-Furnished,12,126,0.72,0.04,1218.0,5,960000
2022,2,Unfurnished,3,197,0.97,0.25,1078.4,8,627500
2021,4,Unfurnished,15,124,0.22,0.16,1686.7,8,949000
2022,1,Furnished,8,168,0.74,0.32,1030.0,6,558000
2018,2,Unfurnished,3,82,0.25,0.24,1859.1,6,512000
2022,3,Semi-Furnished,19,219,0.33,0.08,1825.5,9,807000
2021,2,Furnished,7,224,0.34,0.5,1793.7,4,570000
2023,1,Unfurnished,3,197,0.46,0.52,1552.4,3,300000
2020,2,Unfurnished,8,101,0.87,0.49,1973.5,8,592500
2024,1,Furnished,10,118,0.88,0.13,1458.4,9,760500
2020,3,Unfurnished,23,118,0.5,0.26,1986.5,4,618000
2022,3,Semi-Furnished,4,186,0.55,0.1,1881.9,2,794000
2019,3,Semi-Furnished,8,179,0.37,0.4,1126.5,6,708000
2020,3,Semi-Furnished,7,95,0.55,0.48,1894.9,9,893000
2023,2,Furnished,3,197,0.42,0.35,1304.9,2,667500
2022,2,Furnished,19,108,0.34,0.33,1768.3,9,781500
2024,1,Semi-Furnished,0,150,0.33,0.43,1000.2,5,498500
2021,2,Furnished,19,248,0.82,0.07,1275.8,4,598500
2023,1,Furnished,12,235,0.29,0.15,1758.4,8,521500
2022,3,Furnished,23,156,0.69,0.19,1972.3,2,829500
2023,4,Semi-Furnished,4,228,0.33,0.32,1171.0,7,1027000
2020,2,Unfurnished,21,211,0.87,0.59,1459.4,7,382500
2024,3,Semi-Furnished,19,205,0.42,0.52,1587.2,1,664000
2021,1,Unfurnished,20,178,0.24,0.15,1952.6,8,300000
2022,3,Unfurnished,9,195,0.56,0.14,1453.3,1,635000
2018,3,Unfurnished,15,94,1.0,0.26,1933.5,9,772000
2021,2,Furnished,7,169,0.85,0.58,1978.2,2,624000
2018,2,Unfurnished,11,214,0.66,0.09,1941.6,7,423500
2023,3,Semi-Furnished,24,225,0.35,0.57,1748.7,5,654500
2019,3,Semi-Furnished,2,168,0.29,0.11,1126.2,5,764500
2021,3,Unfurnished,3,228,0.87,0.53,1602.4,5,654500
2023,3,Semi-Furnished,16,195,0.83,0.5,1753.5,9,863000
2018,4,Semi-Furnished,20,215,0.57,0.53,1954.9,2,702500
2020,1,Furnished,19,99,0.54,0.54,1778.0,9,519000
2020,1,Unfurnished,21,161,0.8,0.13,1538.9,7,300000
2019,2,Unfurnished,21,196,0.63,0.47,1205.2,3,300000
2021,1,Semi-Furnished,12,146,0.52,0.41,1457.1,3,334500
2021,2,Unfurnished,5,141,0.4,0.53,1638.3,2,424500
2021,3,Unfurnished,2,97,0.3,0.29,1324.6,5,769500
2023,2,Unfurnished,13,170,0.68,0.25,1456.5,3,505500
2024,2,Semi-Furnished,6,189,0.86,0.44,1017.4,2,621000
2024,4,Unfurnished,2,135,0.8,0.16,1879.0,4,1071000
2019,1,Semi-Furnished,5,164,0.76,0.49,1034.8,9,423500
2021,2,Furnished,12,229,0.94,0.17,1409.3,1,589500
2023,3,Semi-Furnished,13,87,0.52,0.03,1511.0,9,1025500
2020,3,Unfurnished,14,218,0.31,0.33,1972.4,7,593500
2018,2,Semi-Furnished,15,186,0.28,0.5,1935.2,2,332000
2023,1,Unfurnished,0,91,0.96,0.41,1646.4,2,433500
2024,3,Unfurnished,14,182,0.67,0.59,1584.1,5,706500
2024,1,Unfurnished,23,142,0.85,0.08,1366.6,3,356000
2020,1,Unfurnished,6,106,0.63,0.21,1041.1,1,300000
2020,3,Semi-Furnished,8,114,0.52,0.23,1267.7,8,883500
2018,2,Furnished,14,209,0.36,0.03,1847.7,5,552500
2020,2,Furnished,13,215,0.89,0.03,1648.3,5,664500
2019,2,Unfurnished,18,99,0.25,0.02,1814.4,6,483000
2018,4,Semi-Furnished,23,87,0.92,0.25,1837.0,8,1012500
2020,4,Unfurnished,17,147,0.36,0.51,1062.2,4,767500
2022,2,Semi-Furnished,8,238,0.21,0.43,1337.1,3,458500
2023,2,Unfurnished,0,239,0.28,0.27,1676.0,7,538500
2020,2,Furnished,11,220,0.91,0.16,1853.1,1,572000
2019,2,Furnished,9,165,0.26,0.01,1801.4,2,584500
2021,2,Unfurnished,6,105,0.48,0.11,1422.1,3,546500
2020,3,Semi-Furnished,13,160,0.4,0.23,1932.1,5,740500
2024,2,Semi-Furnished,0,236,0.23,0.22,1300.7,4,614000
2024,2,Semi-Furnished,14,199,0.63,0.16,1375.8,3,610000
2024,2,Semi-Furnished,21,97,1.0,0.6,1181.4,4,668000
2021,2,Semi-Furnished,0,148,0.88,0.27,1226.9,7,729500
2024,2,Furnished,12,219,0.34,0.16,1008.7,7,751000
2022,2,Semi-Furnished,19,209,0.91,0.24,1308.5,5,571000
2020,3,Semi-Furnished,22,249,0.56,0.17,1306.6,5,631500
2024,3,Furnished,1,214,0.42,0.21,1067.3,7,1011500
2018,2,Furnished,2,126,0.71,0.08,1340.5,4,703000
2021,2,Unfurnished,3,202,0.37,0.0,1301.4,1,430000
2022,2,Unfurnished,15,133,0.9,0.29,1799.1,4,538500
2018,1,Semi-Furnished,21,94,0.7,0.29,1156.2,9,407500
2018,3,Furnished,11,240,0.31,0.09,1725.1,2,662500
2018,2,Unfurnished,24,145,0.66,0.5,1130.0,1,300000
2018,3,Semi-Furnished,3,160,0.61,0.12,1496.2,9,848000
2020,3,Unfurnished,21,115,0.58,0.46,1736.4,6,649000
2024,4,Semi-Furnished,11,96,0.49,0.11,1606.5,2,1101500
2023,4,Furnished,6,81,0.58,0.17,1645.9,7,1311500
2020,1,Semi-Furnished,19,112,0.67,0.16,1206.4,4,376000
2020,4,Semi-Furnished,21,172,0.79,0.14,1827.4,9,1021000
2022,3,Furnished,2,203,0.93,0.57,1952.1,6,934500
2022,3,Unfurnished,4,213,0.24,0.16,1154.4,7,727000
2024,1,Furnished,11,179,0.66,0.29,1888.3,3,528500
2023,3,Unfurnished,11,167,0.8,0.44,1397.7,6,762000
2022,1,Semi-Furnished,19,90,0.29,0.19,1698.8,1,355500
2024,3,Semi-Furnished,22,84,0.93,0.01,1506.7,5,977500
2024,1,Semi-Furnished,21,109,0.4,0.46,1793.3,5,437000
2019,3,Furnished,6,217,0.87,0.17,1045.3,2,784500
2023,2,Furnished,21,170,0.73,0.52,1323.7,6,690000
2022,2,Furnished,11,170,0.65,0.29,1047.5,3,676500
2023,1,Unfurnished,1,231,0.9,0.37,1941.7,4,328500
2020,2,Unfurnished,13,201,0.98,0.57,1170.2,3,366500
2020,1,Semi-Furnished,22,197,1.0,0.52,1424.6,1,300000
2023,2,Furnished,15,140,0.75,0.48,1641.4,1,658000
2019,3,Semi-Furnished,23,181,0.47,0.32,1461.5,5,633000
2019,3,Furnished,6,105,0.9,0.1,1536.5,6,990000
2023,3,Furnished,3,188,0.72,0.5,1204.0,5,944000
2022,1,Semi-Furnished,19,191,0.46,0.06,1067.0,4,351000
2021,2,Furnished,4,118,0.95,0.53,1257.4,6,787500
2019,2,Furnished,13,82,0.8,0.46,1317.2,9,774000
2018,4,Furnished,8,117,0.56,0.48,1415.8,4,1007000
2020,3,Semi-Furnished,4,121,0.56,0.23,1296.0,9,920500
2023,2,Furnished,1,127,1.0,0.05,1035.8,7,950500
2018,1,Unfurnished,4,92,0.5,0.44,1094.6,4,300000
2023,3,Semi-Furnished,2,168,0.28,0.59,1673.8,4,791500
2024,3,Unfurnished,9,167,0.63,0.52,1063.2,3,713000
2020,3,Unfurnished,7,135,0.91,0.5,1046.2,7,746000
2020,3,Furnished,9,142,0.67,0.38,1811.8,4,863000
2019,2,Semi-Furnished,1,159,0.83,0.07,1041.2,4,618500
2019,1,Unfurnished,13,122,0.24,0.52,1068.7,7,300000
2018,2,Unfurnished,3,154,0.74,0.13,1549.5,7,525500
2024,2,Furnished,20,136,0.26,0.16,1442.8,2,686000
2023,2,Furnished,11,228,0.65,0.45,1964.5,8,724500
2024,2,Unfurnished,19,243,0.6,0.43,1936.8,7,477500
2020,2,Furnished,13,142,0.96,0.04,1660.2,1,663000
2018,2,Unfurnished,15,205,0.31,0.15,1071.9,9,408500
2021,2,Semi-Furnished,4,204,0.21,0.49,1503.2,8,573500
2018,1,Semi-Furnished,15,80,0.31,0.57,1045.1,1,300000
2022,2,Furnished,3,171,0.34,0.16,1907.9,5,744000
2018,3,Furnished,2,198,0.4,0.46,1660.0,6,783000
2024,3,Unfurnished,0,240,0.85,0.3,1573.9,8,840000
2022,2,Semi-Furnished,3,111,0.5,0.23,1427.9,7,749500
2022,2,Unfurnished,8,205,0.87,0.54,1509.7,5,481000
2022,1,Semi-Furnished,0,105,0.42,0.33,1400.3,1,427500
2021,3,Semi-Furnished,15,140,0.89,0.42,1099.6,4,781000
2018,2,Unfurnished,22,191,0.21,0.36,1661.0,9,346000
2024,2,Semi-Furnished,2,224,0.95,0.39,1996.4,8,742500
2018,3,Unfurnished,23,148,0.8,0.31,1112.5,2,510500
2021,2,Semi-Furnished,5,108,0.53,0.32,1994.2,2,602000
2020,1,Semi-Furnished,12,142,0.66,0.51,1899.6,8,407500
2019,2,Semi-Furnished,16,213,0.95,0.18,1894.2,3,465000
2024,2,Furnished,14,184,0.67,0.44,1831.2,5,727000
2024,2,Unfurnished,20,194,0.38,0.16,1923.6,9,580000
2018,3,Semi-Furnished,11,100,0.66,0.04,1246.4,2,745000
2019,2,Semi-Furnished,7,166,0.9,0.54,1437.2,8,598000
2023,3,Unfurnished,15,114,0.99,0.25,1479.8,2,762500
2023,2,Unfurnished,2,131,0.67,0.41,1068.0,3,574500
2021,2,Furnished,3,125,0.32,0.45,1981.0,7,754500
2023,2,Semi-Furnished,6,136,0.82,0.48,1689.4,7,734000
2024,2,Semi-Furnished,14,121,1.0,0.14,1451.6,5,768000
2023,2,Semi-Furnished,10,156,0.58,0.39,1992.3,1,563500
2020,2,Furnished,15,177,0.51,0.46,1272.2,2,530000
2020,3,Unfurnished,21,95,0.64,0.07,1337.0,7,753500
2020,2,Furnished,13,212,0.33,0.08,1190.9,8,664000
2023,1,Unfurnished,22,80,0.98,0.22,1186.5,6,445000
2021,1,Semi-Furnished,12,229,0.87,0.18,1188.5,3,321000
2022,1,Unfurnished,8,127,0.29,0.48,1610.8,3,300000
2022,2,Furnished,24,201,0.96,0.39,1294.1,9,716500
2019,1,Semi-Furnished,17,105,0.95,0.3,1951.7,3,350000
2022,1,Semi-Furnished,2,113,0.45,0.06,1816.7,6,553000
2022,2,Unfurnished,19,193,0.7,0.07,1161.2,3,451500
2020,3,Semi-Furnished,21,137,0.29,0.31,1834.0,3,660500
2020,1,Unfurnished,4,214,0.27,0.53,1345.7,9,300000
2023,2,Semi-Furnished,21,104,0.6,0.47,1227.8,8,690500
2019,3,Furnished,23,219,0.24,0.53,1782.1,7,680500
2018,4,Semi-Furnished,1,238,0.9,0.34,1857.0,3,856000
2024,3,Unfurnished,21,106,0.94,0.13,1960.4,5,843500
2019,2,Furnished,24,165,0.25,0.02,1420.2,1,487000
2019,3,Furnished,20,241,0.24,0.56,1562.1,2,569000
2021,2,Semi-Furnished,16,197,0.38,0.29,1614.9,9,587500
2023,2,Semi-Furnished,15,160,0.94,0.52,1627.7,3,591000
2021,3,Furnished,23,154,0.82,0.44,1402.2,5,837000
2019,2,Semi-Furnished,19,172,0.74,0.5,1152.4,4,442000
2019,4,Semi-Furnished,23,113,0.82,0.13,1070.4,8,1024500
2019,3,Semi-Furnished,12,194,0.36,0.41,1906.0,1,570500
2022,3,Unfurnished,19,244,0.41,0.43,1366.6,6,577500
2024,3,Furnished,10,192,0.45,0.33,1180.7,6,953500
2024,2,Semi-Furnished,7,191,0.68,0.5,1983.6,8,707000
2021,2,Semi-Furnished,24,139,0.69,0.59,1802.9,1,431500
2019,3,Unfurnished,20,105,0.37,0.01,1981.2,4,640500
2024,3,Unfurnished,4,205,0.55,0.27,1278.8,1,689500
2020,3,Semi-Furnished,1,124,0.75,0.45,1463.2,9,918500
2024,3,Semi-Furnished,24,111,0.45,0.44,1808.7,6,848000
2023,4,Semi-Furnished,3,150,0.26,0.28,1551.9,7,1109000
2023,3,Unfurnished,2,102,0.36,0.51,1355.0,1,717500
2024,2,Unfurnished,1,246,0.33,0.41,1158.4,4,480500
2020,1,Semi-Furnished,2,142,0.71,0.33,1561.8,7,469500
2023,3,Semi-Furnished,15,149,0.25,0.16,1598.4,4,807000
2022,2,Unfurnished,19,133,0.91,0.22,1720.7,5,550000
2024,2,Unfurnished,8,106,0.27,0.59,1790.5,1,492500
2022,2,Furnished,5,172,0.68,0.54,1118.1,3,670000
2024,3,Unfurnished,14,158,0.94,0.42,1628.0,8,843000
2018,3,Furnished,4,115,0.25,0.52,1781.4,9,892000
2018,3,Unfurnished,8,212,0.51,0.08,1389.0,8,647000
2018,2,Semi-Furnished,23,111,0.46,0.16,1275.6,4,476000
2023,3,Unfurnished,5,228,0.48,0.53,1479.7,1,585500
2022,3,Furnished,2,96,0.68,0.28,1310.1,4,1020000
2022,2,Unfurnished,22,233,0.41,0.35,1509.9,6,385500
2022,2,Unfurnished,12,101,0.22,0.53,1308.5,2,441500
2020,2,Unfurnished,21,120,0.97,0.24,1422.7,7,536000
2022,2,Furnished,14,138,0.8,0.29,1915.1,3,708500
2020,3,Furnished,10,154,0.31,0.07,1916.6,8,936500
2018,2,Unfurnished,15,201,0.56,0.59,1992.2,4,300000
2018,4,Unfurnished,14,89,0.25,0.58,1486.1,9,859000
2023,1,Semi-Furnished,23,166,0.22,0.18,1168.0,1,300000
2024,2,Furnished,5,84,0.24,0.51,1889.0,1,738500
2018,2,Semi-Furnished,13,134,0.8,0.44,1596.8,5,515000
2024,1,Furnished,10,105,0.56,0.09,1747.7,9,747500
2024,2,Unfurnished,19,83,0.88,0.01,1162.6,6,708500
2023,2,Unfurnished,9,186,0.44,0.01,1319.7,2,501500
2019,2,Unfurnished,15,106,0.82,0.04,1275.2,9,605000
2019,2,Semi-Furnished,11,205,0.26,0.38,1559.8,7,479000
2021,3,Semi-Furnished,6,82,0.71,0.3,1997.2,5,904000
2023,2,Unfurnished,6,129,0.49,0.6,1612.3,7,590000
2021,1,Unfurnished,23,204,0.42,0.17,1572.9,9,300000
2021,3,Semi-Furnished,17,105,0.85,0.44,1759.1,8,879000
2019,1,Unfurnished,14,225,0.24,0.23,1328.8,8,300000
2023,3,Unfurnished,5,214,0.96,0.06,1253.2,9,878000
2019,4,Furnished,18,196,0.83,0.53,1838.0,3,907500
2021,2,Unfurnished,7,124,0.48,0.24,1960.6,1,463000
2023,4,Unfurnished,19,220,0.99,0.55,1421.4,4,831500
2021,3,Semi-Furnished,14,85,0.36,0.56,1041.3,9,867000
2022,4,Furnished,3,242,0.52,0.49,1179.2,1,961500
2024,3,Semi-Furnished,17,132,0.91,0.02,1857.0,1,871000
2023,2,Unfurnished,12,249,1.0,0.58,1121.6,6,474000
2023,3,Furnished,21,83,0.39,0.07,1763.0,4,970500
2024,1,Semi-Furnished,21,139,0.79,0.56,1620.2,1,351000
2021,2,Unfurnished,0,151,0.44,0.36,1726.7,4,509000
2022,2,Semi-Furnished,7,154,0.81,0.23,1256.6,6,697500
2020,2,Semi-Furnished,18,145,0.3,0.43,1018.3,8,550500
2024,2,Semi-Furnished,16,101,0.47,0.3,1039.8,9,781000
2019,3,Furnished,9,219,0.26,0.48,1724.8,6,740000
2021,4,Semi-Furnished,0,130,0.59,0.31,1613.4,2,1012500
2024,1,Furnished,0,224,0.76,0.22,1840.5,6,619000
2024,4,Semi-Furnished,20,243,0.5,0.22,1399.2,1,874000
2023,4,Unfurnished,4,172,0.69,0.21,1555.6,1,915500
2019,1,Semi-Furnished,0,128,0.66,0.28,1783.5,1,346000
2019,2,Unfurnished,20,95,0.44,0.07,1496.7,6,488500
2019,3,Unfurnished,22,123,0.59,0.4,1993.3,7,636000
2024,3,Semi-Furnished,20,186,0.26,0.2,1742.9,1,710000
2020,3,Semi-Furnished,24,229,0.57,0.34,1683.3,3,577000
2018,3,Unfurnished,19,173,0.57,0.32,1801.5,3,501000
2021,2,Semi-Furnished,12,87,0.22,0.51,1777.2,7,628500
2018,1,Unfurnished,8,189,0.61,0.52,1219.7,4,300000
2024,2,Furnished,15,97,0.79,0.59,1210.4,9,878500
2018,1,Unfurnished,7,159,0.56,0.14,1606.1,9,321000
2024,3,Semi-Furnished,13,197,0.72,0.02,1436.0,4,867000
2018,3,Semi-Furnished,16,151,0.63,0.25,1871.6,3,654500
2019,2,Semi-Furnished,3,173,0.83,0.54,1290.1,6,564000
2022,4,Unfurnished,6,117,0.61,0.36,1330.9,9,1060000
2019,2,Semi-Furnished,16,236,0.47,0.22,1166.3,8,488000
2019,3,Furnished,23,160,0.86,0.46,1981.7,7,812000
2023,3,Semi-Furnished,15,186,0.25,0.43,1116.0,7,789500
2023,4,Semi-Furnished,13,209,0.43,0.43,1982.9,5,954500
2018,3,Semi-Furnished,15,121,0.67,0.31,1706.4,9,804500
2024,1,Unfurnished,1,197,0.88,0.32,1089.2,2,358000
2019,4,Unfurnished,23,100,0.26,0.33,1152.0,5,791500
2018,3,Furnished,14,209,0.28,0.33,1327.0,5,699500
2023,1,Furnished,10,84,0.43,0.12,1260.3,5,641000
2022,3,Semi-Furnished,12,96,0.48,0.15,1973.1,8,949500
2021,3,Semi-Furnished,3,103,0.87,0.22,1613.3,1,846000
2018,2,Unfurnished,23,215,0.97,0.51,1074.4,4,300000
2022,2,Unfurnished,0,237,0.21,0.28,1525.4,1,382000
2021,3,Semi-Furnished,14,229,0.21,0.56,1897.1,5,628000
2020,3,Furnished,11,138,0.89,0.48,1416.2,7,924000
2018,2,Semi-Furnished,20,231,0.31,0.52,1666.1,2,300000
2018,1,Unfurnished,8,105,0.47,0.08,1773.2,2,300000
2020,2,Unfurnished,6,140,0.42,0.09,1185.0,7,558500
2020,3,Unfurnished,2,215,0.43,0.14,1855.5,2,597000
2018,3,Semi-Furnished,15,91,0.46,0.4,1448.8,2,660000
2020,2,Furnished,3,93,0.47,0.29,1056.7,6,775500
2019,2,Furnished,22,109,0.7,0.1,1878.9,5,666000
2021,1,Furnished,13,178,0.7,0.45,1564.4,1,369500
2021,3,Semi-Furnished,21,141,0.62,0.31,1198.3,7,799500
2021,1,Semi-Furnished,12,110,0.89,0.44,1317.5,2,383000
2019,1,Furnished,19,106,0.88,0.55,1569.4,2,374500
2024,1,Semi-Furnished,18,80,0.37,0.55,1374.2,3,424500
2020,3,Furnished,1,120,0.63,0.18,1233.4,9,1051000
2022,2,Semi-Furnished,9,221,0.83,0.1,1479.3,1,542000
2020,2,Unfurnished,24,153,0.89,0.26,1185.0,8,497000
2018,4,Semi-Furnished,18,121,0.4,0.05,1245.4,2,861500
2023,1,Unfurnished,14,119,0.6,0.03,1826.7,9,496500
2021,2,Unfurnished,6,93,0.62,0.59,1228.5,5,540500
2020,4,Unfurnished,14,179,0.76,0.58,1695.4,9,880000
2022,2,Furnished,16,170,0.46,0.21,1250.5,9,764500
2018,2,Semi-Furnished,23,218,0.43,0.49,1212.4,5,336500
2019,1,Unfurnished,15,185,0.76,0.13,1251.2,2,300000
2024,3,Unfurnished,16,128,0.52,0.25,1468.3,9,866500
2019,2,Semi-Furnished,15,244,0.2,0.44,1146.3,8,425000
2022,3,Semi-Furnished,17,185,0.95,0.33,1106.6,3,755500
2018,2,Semi-Furnished,16,217,0.32,0.49,1756.7,1,300000
2021,2,Semi-Furnished,3,86,0.32,0.59,1023.3,5,632500
2020,3,Semi-Furnished,1,160,0.85,0.01,1385.5,2,818500
2018,4,Unfurnished,16,219,0.47,0.55,1396.0,9,745500
2024,1,Semi-Furnished,16,180,0.46,0.25,1893.0,5,428500
2019,3,Unfurnished,1,134,0.7,0.24,1774.5,7,765000
2024,2,Unfurnished,21,243,0.25,0.0,1510.7,1,377000
2024,2,Unfurnished,1,86,0.39,0.5,1479.8,1,573000
2022,2,Semi-Furnished,14,231,0.24,0.46,1565.6,8,534000
2022,3,Furnished,15,113,0.43,0.54,1357.8,8,954000
2020,2,Semi-Furnished,10,205,0.9,0.1,1700.8,8,640000
2022,2,Semi-Furnished,1,108,0.93,0.13,1686.1,7,820500
2022,1,Semi-Furnished,7,105,0.45,0.18,1574.7,5,498000
2018,1,Unfurnished,20,153,0.35,0.32,1057.7,1,300000
2021,4,Unfurnished,23,124,0.31,0.21,1126.8,8,910500
2020,4,Furnished,11,96,0.52,0.18,1039.3,7,1174000
2018,3,Unfurnished,13,243,0.86,0.11,1718.5,3,521500
2021,2,Semi-Furnished,13,142,0.88,0.1,1477.6,7,696000
2024,2,Unfurnished,23,230,0.24,0.28,1955.0,5,417000
2018,3,Furnished,11,172,0.37,0.27,1952.3,4,749500
2023,4,Furnished,1,145,0.36,0.47,1798.2,1,1085500
2018,2,Unfurnished,13,171,0.86,0.49,1443.0,2,316500
2022,3,Semi-Furnished,22,196,0.57,0.42,1316.4,2,648000
2021,4,Unfurnished,24,121,0.49,0.5,1201.0,2,763000
2020,3,Semi-Furnished,11,150,0.97,0.07,1232.5,9,921500
2020,2,Unfurnished,23,154,0.94,0.27,1990.3,6,464500
2021,1,Unfurnished,8,150,0.55,0.17,1530.3,5,329500
2022,2,Unfurnished,7,122,0.3,0.15,1012.3,4,550500
2019,2,Furnished,19,134,0.34,0.43,1044.3,9,650500
2018,2,Furnished,15,135,0.29,0.5,1458.8,9,624000
2022,2,Unfurnished,9,158,0.74,0.07,1443.5,7,620500
2023,3,Semi-Furnished,6,238,0.64,0.07,1405.6,5,835500
2024,2,Unfurnished,14,162,0.65,0.38,1823.6,6,576000
2021,2,Unfurnished,24,200,0.28,0.09,1703.2,3,344500
2018,3,Furnished,8,151,0.83,0.46,1107.4,2,763000
2020,3,Unfurnished,3,80,0.63,0.5,1362.7,4,733000
2024,3,Semi-Furnished,22,209,0.27,0.31,1596.7,3,701500
2019,1,Semi-Furnished,5,172,0.8,0.55,1382.5,4,310500
2023,3,Unfurnished,11,121,0.99,0.01,1208.3,1,791500
2020,2,Semi-Furnished,14,153,0.55,0.14,1628.1,1,491000
2021,1,Furnished,18,88,0.29,0.46,1602.2,6,492000
2018,3,Semi-Furnished,21,193,0.28,0.57,1974.6,4,524500
2021,2,Unfurnished,23,110,0.22,0.58,1561.1,2,340000
2024,2,Furnished,1,175,0.82,0.0,1874.3,3,842000
2018,2,Furnished,18,81,0.76,0.38,1949.2,8,708000
2022,2,Unfurnished,23,103,0.67,0.02,1434.8,6,586000
2019,2,Unfurnished,19,122,0.81,0.42,1052.9,2,371000
2022,3,Unfurnished,19,130,1.0,0.46,1143.5,7,766000
2022,1,Unfurnished,1,154,0.52,0.51,1504.0,2,300000
2021,4,Semi-Furnished,14,178,0.76,0.32,1893.0,1,890000
2024,2,Unfurnished,11,80,0.5,0.51,1654.1,5,618500
2019,1,Unfurnished,0,203,0.48,0.55,1201.5,9,300000
2018,1,Unfurnished,22,196,0.88,0.32,1701.0,5,300000
2018,2,Semi-Furnished,13,166,0.66,0.31,1894.2,1,408500
2023,3,Semi-Furnished,3,208,0.3,0.3,1030.2,2,752000
2020,1,Semi-Furnished,21,197,0.52,0.3,1242.8,4,300000
2023,2,Unfurnished,23,142,0.84,0.46,1153.2,5,508000
2023,3,Semi-Furnished,10,155,0.95,0.04,1784.1,2,874000
2018,1,Unfurnished,6,247,0.69,0.27,1891.5,3,300000
2021,3,Furnished,12,174,0.52,0.31,1554.6,6,881500
2022,3,Unfurnished,13,236,0.4,0.13,1848.2,6,659500
2024,2,Unfurnished,6,114,0.54,0.32,1656.9,1,562000
2022,2,Unfurnished,21,171,0.65,0.27,1656.7,8,528500
2022,1,Unfurnished,10,164,0.2,0.44,1579.7,6,300000
2019,3,Unfurnished,19,218,0.41,0.21,1050.0,3,486500
2018,1,Semi-Furnished,19,218,0.74,0.57,1937.0,2,300000
2024,2,Furnished,24,135,0.74,0.25,1355.8,9,841500
2021,2,Unfurnished,10,86,0.72,0.38,1802.6,8,629000
2019,2,Semi-Furnished,20,130,0.96,0.13,1810.0,3,536500
2020,2,Semi-Furnished,8,118,0.65,0.41,1965.8,7,645500
2021,3,Unfurnished,24,121,0.42,0.31,1326.7,7,684500
